Hydraulic data input file for inSTREAM-Gen, Belagua River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created from Belagua PHABSIM data,From D. Ayllon from 30-10-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input for in-STREAM-Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Number of flows in table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.01,0.03,0.04,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.13,0.15,0.16,0.17,0.2,0.22,0.24,0.27,0.3,0.37,0.46,0.77
109,0.03,0.06,0.07,0.07,0.08,0.08,0.08,0.09,0.1,0.1,0.1,0.11,0.11,0.12,0.13,0.13,0.14,0.15,0.16,0.17,0.18,0.2,0.23,0.25,0.27,0.3,0.33,0.4,0.48,0.8
110,0.05,0.07,0.08,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.15,0.16,0.17,0.19,0.2,0.21,0.24,0.26,0.28,0.31,0.34,0.41,0.5,0.81
111,0.08,0.1,0.11,0.12,0.12,0.12,0.13,0.13,0.14,0.14,0.15,0.15,0.16,0.16,0.17,0.18,0.18,0.19,0.2,0.22,0.23,0.24,0.27,0.29,0.31,0.34,0.37,0.44,0.53,0.84
112,0.08,0.1,0.11,0.12,0.12,0.12,0.13,0.13,0.14,0.14,0.15,0.15,0.16,0.16,0.17,0.18,0.18,0.19,0.2,0.22,0.23,0.24,0.27,0.29,0.31,0.34,0.37,0.44,0.53,0.84
113,0.03,0.05,0.06,0.07,0.07,0.07,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.13,0.13,0.14,0.15,0.17,0.18,0.19,0.22,0.24,0.26,0.29,0.32,0.39,0.48,0.79
114,0,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.1,0.11,0.12,0.14,0.17,0.19,0.21,0.24,0.27,0.34,0.42,0.74
115,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.07,0.08,0.09,0.1,0.12,0.15,0.19,0.35
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
